Doc_ID,DSI_Title,Submission File Name,Student Name,Genre of Movie,Review Type (pos or neg),Movie Title,Text
101,SAR_Doc1_Covenant,SAR_Doc1_Covenant,SAR,Action,Negative,Covenant,"Nearly two years after the American military withdrew from Afghanistan, ending the longest war in U.S. history, it should come as no surprise that filmmakers are starting to look back and ask, ""What just happened?"" That's what artists do, after all. They examine the world around them. That Guy Ritchie is one of them in this case, however - that might be a surprise. Heretofore, Ritchie has for the most part been one of the fun ones, building his name on stylish action, well-timed one-liners and heavier-than-a-lead-zeppelin British accents. Substance? Nah, guv. No need. But in his latest, the war drama ""The Covenant,"" starring Jake Gyllenhaal and set during the war in Afghanistan, he's got something to say. This is serious Guy Ritchie. This is thoughtful Guy Ritchie. This is earnest Guy Ritchie. If only profound Guy Ritchie had come along for the trip, we might be onto something special. Instead, we get a capably made but simple-minded rescue film, one with a big heart - even if it could have used more brain. Like his movie, Ritchie's message is straightforward though honorable: Real men live up to their commitments. By extension, his film argues, countries should do the same. At the heart of things, in this case, are the promises made to the small army of interpreters in Afghanistan who aided the U.S. military during its two decades there. In exchange for their service, many were promised travel visas for their families - and then unceremoniously left behind when the war so abruptly ended. For storytelling purposes, ""The Covenant"" - on which Ritchie shares writing credit with Ivan Atkinson and Marn Davies - focuses on U.S. Army Sgt. John Kinley, played by Gyllenhaal. He leads a squad of soldiers tasked with finding and destroying Taliban bomb factories. It's dangerous work, as we learn early on in a scene that leaves Kinley's small squad in need of a new interpreter. Enter Ahmed (Dar Salim), who is far more than your garden-variety interpreter. He has skills, this Ahmed. He also has a very personal motivation for helping the Americans. It's an undeniably compelling story, although it should be noted it's also a fictional one. Ritchie's film pretends very, very hard to be based on actual events. It is not, although it was inspired by the plight of many Afghan interpreters left behind in the U.S. withdrawal. Those stories are well worth sharing. ""The Covenant"" can be criticized for a number of things, but there's no questioning its noble heart. Like Gyllenhaal's Sgt. Kinley, Salim's Ahmed is the strong, silent type, the kind of guy who exudes confidence and capability. They drink their coffee black, these guys. They grunt. They are warriors. These are the kind of men whose highest compliment to one another is a solemn exchange of knowing nods, in silent recognition of each other's towering manliness. But before they get there, they first must learn to trust one another, which is the central purpose of the first hour of"
102,SAR_Doc2_Covenant,SAR_Doc2_Covenant,SAR,Action,Negative,Covenant,"Have Guy Ritchie and Jake Gyllenhaal switched places with Peter Berg and Mark Wahlberg? Maybe that could explain Ritchie and Gyllenhaal's new film The Covenant, a grim, plodding tribute to American military heroism that plays like one of Berg and Wahlberg's true-life patriotism dramas. Although it tells a fictional story, The Covenant recalls fact-based movies like Berg's Lone Survivor and Clint Eastwood's American Sniper, complete with onscreen text of statistics and photos of real people shown during the closing credits. Releasing a little over a month after Ritchie's last movie, Operation Fortune: Ruse de Guerre, The Covenant is the opposite of that quippy, globe-trotting spy adventure, almost entirely devoid of humor or cleverness. Instead, it's a slow, straight-faced military drama set in the later years of the American war in Afghanistan. Gyllenhaal plays Sgt. John Kinley, whose unit is tasked with locating and neutralizing sites where the Taliban is manufacturing or stockpiling weapons. After an attack at a checkpoint leaves the unit's interpreter dead, Kinley selects Afghan local Ahmed (Dar Salim) as a replacement, and Ahmed quickly proves to be a shrewd and loyal member of the team. That loyalty is put to the test during an ambush at a Taliban compound, which leaves Kinley and Ahmed as the only two survivors. Cut off from communications and transportation, with Taliban fighters in pursuit, Ahmed carries the wounded Kinley dozens of miles across the desert to safety, at great risk to himself. Although Ritchie spends the first half of the movie with Kinley, Ahmed and their fellow soldiers, there's little sense of camaraderie or personal connection, so Ahmed's extreme dedication to Kinley lacks emotional resonance. There are some rudimentary family bonding scenes between Ahmed and Kinley and their respective wives, but otherwise they're more archetypes than fully formed characters. Social commentary has never been one of Ritchie's strengths, and in The Covenant he tries to have it both ways, criticizing the U.S. government for its broken promises to Afghan military interpreters while holding up individual American soldiers and commanding officers as self-sacrificing heroes. Both Kinley and Ahmed are so noble and diligent that they're practically saints, although both actors attempt to portray the internal anguish the characters carry back from the battlefield. After he's rescued, Kinley returns home to California, but Ahmed has to go into hiding with his family, and Kinley vows to do anything he can to bring them safely to the U.S. In its final third, The Covenant goes full-on Rambo, when Kinley returns to Afghanistan as a one-man army, determined to pay his debt to the man who saved his life. This is more a story of obligation than friendship, and tacking on the dictionary definition of ""covenant"" at the end isn't enough to create a convincing brotherhood between the two men. Gyllenhaal delivers overwrought speeches about duty and honor, but it all rings hollow. At the same time, Ritchie remains an excellent director of action, and when he focuses on shootouts and chases, he delivers a"
103,SAR_Doc3_Covenant,SAR_Doc3_Covenant,SAR,Action,Negative,Covenant,"Guy Ritchie's The Covenant notably marks the first feature that has included the eponymous filmmaker's name in the title itself, a rather curious development as the film is the least Guy Ritchie-esque movie in his entire filmography. Indeed, the final product plays more like the director's attempt at aping the style of Peter Berg, a slab of right-wing militaristic propaganda that manages the miracle of making Lone Survivor look subtle in comparison. Perhaps an even more stunning discovery is that The Covenant is entirely a work of fiction, its far-flung story of the brotherhood's bonds forged in the hells of combat so relentlessly cliched that it seemed all but a lock for based-on-a-true-story status. That makes the script, courtesy of Ritchie and co-writers Marn Davies and Ivan Atkinson, nearly impossible to forgive in both its mind-numbing predictability and - to be quite frank - outright stupidity. Jake Gyllenhaal, in pure paycheck mode, stars as John Kinley, a Sergeant Major of the American Army who, in the year 2018, is stationed in Afghanistan, where he and the various members of his troop are hunting down Taliban-deployed IEDs. The various soldiers under Kinley's command are introduced with on-screen text, and in such quick succession that it is all but impossible to make heads-or-tails of who is who. Not that Ritchie is remotely interested in these men, as most aren't even afforded a single character trait - although, in fairness, one of them does like to eat and talk about food. Entering this tight-knit group is Ahmed (Dar Salim), a no-nonsense Afghani interpreter with whom Kinley forms an eventual bond because they are both stubborn and, damn it, they have to respect that in one another. But a raid on an IED manufacturing plant soon leaves the entire troop dead, save for Kinley and Ahmed, who must travel by foot over treacherous terrain to reach base as they are relentlessly hunted by the Taliban. It's at the halfway point in the film that Kinley becomes injured to the point of catatonia, with Ahmed dragging - and, with the eventual aid of a wagon, wheeling - Kinley's lifeless body over 50 miles to safety, an impossible feat that the film devotes less than fifteen minutes to detailing, opting for a series of montages (set to a bombastic and ultimately oppressive score courtesy of Christopher Benstead) that robs the movie of anything resembling tension while also completely neutering Ahmed's Herculean task. Cut ahead seven weeks, and Kinley discovers from the safety of his home in California that Ahmed is #1 Most Wanted on the Taliban's kill list, a fact that has forced the interpreter, along with his wife and newborn baby, into hiding. The remainder of The Covenant focuses on Kinley's attempts to locate Ahmed and his family and secure their safe passage to America, with Sergeant Major ultimately traveling to Afghanistan once more in the name of brotherhood, because, of course.The film's first hour is certainly no great shakes, but it feels like a"
104,SAR_Doc4_Covenant,SAR_Doc4_Covenant,SAR,Action,Negative,Covenant,"In a weird throwback to those Chuck Norris ""Missing in Action "" films of the 1980s, ""Guy Ritchie's The Covenant,"" a far better-made effort, is yet another war movie that asks us to feel good about something we should feel bad about. In this case, it is the way that the United States has treated Afghan interpreters and their families, who are now at great risk because visas promised to them have not been made available as promised, and the Afghans and their families are at great risk from the resurgent Taliban. While we were able to drive the Taliban back, the Afghan forces can't fight the insurgents alone. Our chaotic withdrawal made matters worse. In fact, there was a recent story in the news headlined ""Afghans Stranded in Pakistan Are Struggling After Broken Promises from the U.S."" How do we compare this reality with the content of ""The Covenant,"" a film about the heroic Sgt. John Kinley (Jake Gyllenhaal), an experienced and highly-trained fighter in Afghanistan in 2018 with a loving wife (Emily Beecham) and two small children back home. After the death of his previous interpreter in an I.E.D. explosion, John carefully acquires a new one named Ahmed (the imposing and impressive Iraqi actor Dar Salim, ""Game of Thrones""). Ahmed has a beautiful, young and pregnant wife named Basira (Fariba Sheikhan), whom the Taliban threaten to ""feed to the dogs."" Ahmed is not good at taking orders, thinks he knows more about fighting than John and his soldiers (he might) and he hates the Taliban because they killed his son. In order to avoid making ""The Covenant"" look like a blatant ""white savior drama,"" screenwriters Ivan Atkinson (""The Gentlemen""), Marn Davies (""Wrath of Man"") and Ritchie (""Operation Fortune: Ruse De Guerre""), not exactly men known for writing realistic war movies, set ""The Covenant"" up as a tale about how Kinley owes such as astronomical debt to Ahmed for Ahmed's superhuman rescue of the wounded Kinley in the wild, that he could never pay that debt back entirely. Thus, the first two thirds of the film set up that enormous debt. After a disastrous attack on Kinley's squad, which seeks out I.E.D. factories in the vast, rocky Afghan wild (the film was shot in Alicante, Spain) and the wounding of Kinley, Ahmed and Kinley are hunted by faceless warlords who want them captured alive. Ahmed essentially carries Kinley over the Afghan mountains on a wooden sledge at great risk to them both. To ease the agony of his wounds, John will even smoke opium. In the final rescue fight, Ritchie cannot resist having a cocky American mercenary order a ""Spectre Gunship"" to demonstrate the blowing-bodies-to-bits superiority of American firepower, a sour gesture. Captions used at the end of ""The Covenant"" tell us of the dire plight of ""thousands"" of remaining interpreters and leave the impression for the gullible that the feel-good story we just watched is true. It is not. The faces you see in photos of real-life interpreters"
105,SAR_Doc5_Covenant,SAR_Doc5_Covenant,SAR,Action,Negative,Covenant,"It's a little odd that Guy Ritchie's name comes before the title in ""Guy Ritchie's The Covenant,"" given that it's the least Guy Ritchie film that Guy Ritchie (""Snatch,"" ""Operation Fortune: Ruse de Guerre"") has ever made. No quippy dialogue, no convoluted storytelling, no jokey violence. ""The Covenant"" is a lean and efficient war movie. Maybe a little too lean and efficient. While the battle scenes are effective and visceral, I yearned for the dialogue to have a little more of the color and life that Ritchie's known for. Most of the movie sounds like someone entered ""Write a war movie"" into ChatGPT. ""Guy Ritchie's The Covenant"" opens Friday at Marcus Point, Marcus Palace, AMC Fitchburg 18 and Flix Brewhouse Madison. Sgt. John Kinley (Jake Gyllenhaal) is on his fourth tour of duty in Afghanistan, leading a squad tasked with the often fruitless job of finding Taliban munitions. When his interpreter is killed, he's assigned a new one, Ahmed (Dar Salim). Ahmed lost a son to the Taliban, and he turns out to be as much of a tough guy as the U.S. soldiers he rides with. He's also a canny operator who understands the underground network of the Taliban better than the soldiers do, and acts as much as a human lie detector for Kinley as a translator. Ahmed's efforts help Kinley's squad avoid an ambush, and leads them to a big weapons cache in an abandoned mine 120 miles from the American base. The Taliban strike back, leading to a brutally exciting multi-front battle sequence in which Ritchie uses drone cameras and strong editing to keep the viewer aware of exactly where each combatant is in the battle. It's top-level action filmmaking. Kinley's unit is overrun by the Taliban, and only Kinley and Ahmed escape, hunted through the desert as they try to make the long journey back to base. This is the best sequence in the film, in part because it is almost dialogue-free. The communication using hand signals and facial expressions in the movie is more dramatically satisfying than the actual dialogue. Kinley is seriously injured, but Ahmed manages to drag him to safety. You'd think this journey would be enough for a movie, but ""The Covenant"" has another act to follow. When the wounded Kinley returns to America, he learns that the U.S. government has reneged on its promise to provide visas for Ahmed and his family. So Kinley resolves to go back to Afghanistan, alone if necessary, to bring him home. ""The Covenant"" is not based on a true story, but it is inspired by the actual plight of many Afghan interpreters who were abandoned by the U.S. after the Taliban seized control. Ritchie is clearly filled with righteous fury at the treatment of interpreters like Ahmed (over 300 interpreters have been murdered by the Taliban, we're told in the film), and that anger motivates and elevates ""The Covenant"" above the typical action movie. I just wish I had seen a little more of"
106,SAR_Doc6_Covenant,SAR_Doc6_Covenant,SAR,Action,Positive,Covenant,"""Guy Ritchie's The Covenant"" offers an overly simplistic portrayal of an American rescue mission in Afghanistan. However, this action flick has solid performances and capably shows the importance of interpreters during war. The movie is a mixed bag of questionable scenarios that look very fabricated for a movie and realistic depictions of the emotions and motivations for these actions. Guy Ritchie tends to write and direct action movies that have a lot of wisecracking banter among the characters. Compared to those other films, ""Guy Ritchie's The Covenant"" is a departure for him, since it's a deadly serious film that is inspired by harrowing situations from the 2001 to 2021 war that the U.S. waged in Afghanistan. (The movie, which takes place in 2018, was actually filmed in Spain.) In addition to directing ""Guy Ritchie's The Covenant"" and being one of the movie's producers, Ritchie co-wrote the screenplay with Ivan Atkinson and Marn Davies. The rescue mission part of the story doesn't happen until the last third of the movie. Until then, viewers get to know the two central characters when the movie shows how these two men bonded during the horrors of war. John Kinley (played by Jake Gyllenhaal), who is American, is a master sergeant for the U.S. Army. Ahmed Abdullah (played by Dar Salim), who is Afghan, currently works as an interpreter for the U.S. military. Other things about Ahmed's background are eventually revealed and cause people to trust or mistrust Ahmed. John and Ahmed are both in their 40s and happily married to loyal wives. The beginning of ""Guy Ritchie's The Covenant"" takes place in Afghanistan, where John is leading a squad of staff sergeants who are tasked with finding explosives from the Taliban. It's a tight-knit unit that has overall good camaraderie. The members of this specialist unit under John's leadership are Joshua ""JJ"" Jung (played by Jason Wong); Tom ""Tom Cat"" Hancock (played by Rhys Yates); Eduardo ""Chow Chow"" Lopez (played by Christian Ochoa); Charlie ""Jizzy"" Crow (played by Sean Sagar); and Jack ""Jack Jack"" Jackson (played by James Nelson Joyce); and Steve Kersher (played by Bobby Schofield), the youngest sergeant in the group. Because this is a brutal war, not everyone will make it out alive. The unit has an interpreter named Kalan (played by Walid Shahalami), who is killed by a hidden bomb. John chooses Ahmed from a group of local interpreters to replace Kalan. John hired Ahmed without knowing much about him, except that Ahmed can speak four langauges, and Ahmed needs the money for this interpreter job. Ahmed also has a brother named Ali (played by Damon Zolfaghari), who has a pivotal role in the story. There are the predictable clashes between Ahmed (who has a tendency to defy John's orders) and John (who has a tendency to not trust Ahmed's information over the U.S. military's intel), but Ahmed and John eventually learn to trust each other. Later, it's revealed that Ahmed decided to help the U.S. government out of revenge"
107,SAR_Doc7_Covenant,SAR_Doc7_Covenant,SAR,Action,Positive ,Covenant,"Guy Ritchie's The Covenant is a welcome change of pace for the director. While Ritchie is well-known for embracing a cheeky sense of humour in many of his action movies (most recently in Operation Fortune: Ruse du Guerre), this one is more along the lines of his earlier Wrath of Man, eschewing any sense of levity to tell a profoundly affecting war story. While the premise may make it sound like a buddy movie, Ritchie takes the story in unexpected directions, broken down into a solid three-act structure that gives both leads, Gyllenhaal and Salim, time to anchor their own part of the story. Thus, it's more of a classic two-hander, with the two having a relationship that's born out of necessity rather than warmth, which doesn't belong in a film like this. Jake Gyllenhaal is terrific in a more-action driven part than usual, playing a U.S. sergeant named Kinley. He's a veteran soldier who leads a tight crew, and a violent Taliban attack has left his interpreter dead, forcing him to take on a new man, Dar Salim's Ahmed, who no one really trusts. Ahmed, with his cynical attitude and a shady history involving the heroin trade, initially seems like a tough character, but what Ritchie does so well in The Covenant is that he fleshes out Ahmed's story just as much as he does Kinley's. Yes, we know that Kinley has a family back home waiting for him, but so does Ahmed. He's joined the Army to seek vengeance on the Taliban, who killed his son, and we see that Salim's Ahmed is a badass in his own right. When he and Kinley are ambushed, he has the resourcefulness and skills to rescue his badly wounded sergeant, which is a daring movie by Ritchie as Gyllenhaal is sidelined for much of the second act. This pays off as, thanks to the increased focus on Ahmed, we really invest in his survival, making Kinley's return to rescue him all the more affecting when it happens. Again, neither Gyllenhaal nor Salim plays their roles in a melodramatic way. They two aren't buddies, but they respect each other. You recognize that Gyllenhaal has a debt to fulfil, and the film's final act is a nail-biter, with the two going up against impossible odds to survive. Gyllenhaal and Salim play well off each other, with the latter a real find. A veteran of many Danish films, including the excellent A Hijacking, he's a leading man in his own right and commands the screen when he takes over in the middle chunk of the film. By contrast, Gyllenhaal delivers a much subtler performance than usual. Kinley is a tough professional with a solid moral code, and Gyllenhaal delivers a more sympathetic, or rather heroic, performance in The Covenant than we've seen since probably Stronger. The supporting cast is solid too, with Jonny Lee Miller convincingly cast against type as U.S Army brass (he's been underappreciated for years). At the same time, The Boys"
108,SAR_Doc8_Covenant,SAR_Doc8_Covenant,SAR,Action,Positive ,Covenant,"I'm not sure why director Guy Ritchie has his name in the title of his latest film, but because this is I think the best Ritchie movie I have seen, I will pass up the chance to snark at the only misstep in Guy Ritchie's The Covenant. It about as exciting, gripping and moving as war films get - especially one set in the murky Afghanistan conflict in which the U.S. found itself immersed for more than two decades. This smartly focuses on two men, the apparently iconic U.S. Army Sgt. John Kinley (Jake Gyllenhaal) and his Afghan interpreter Ahmed (Dar Salim). And no, this is not based on real people, at least not by name, but rather is a fictional account of what many involved in that war went through, and in the case of the interpreters, still are going through (the film's end credits state that many interpreters left behind have been murdered by the Taliban or gone into hiding since the U.S. left). In order to get these very necessary people to work with the Americans, they were promised visas for them and their families to start a new life afterward in the United States, but it was a bureaucratic nightmare, and promises made were not always promises kept. Kinley meets his new interpreter Ahmed after the previous one for his platoon was killed in action. It is a bit of a cat-and-mouse game between them right from the initial interview, but in reality they have much in common familywise, as we learn along the way. Ahmed's son was murdered by the Taliban, and his wife is pregnant. He has reason to turn on the Taliban with the idea he will get to leave them and country behind for a new life. Kinley, meanwhile, FaceTimes with his wife Caroline (Emily Beecham) and two young kids hoping to get home after the latest tour of duty. The first 45 minutes or so finds the pair on the hunt for IEDs, door-to-door in dangerous situations, with Ahmed key to getting valuable information and clearly helping as things get intense on the battlefield. Eventually the two are on the run together - and go straight into an ambush, where Kinley is nearly fatally wounded, barely conscious. Ahmed remarkably finds ways to keep him alive while on foot, dragging him on a stretcher across the country to safety. The film gets highly emotional, particularly for Kinley, who now has returned home, recovering from near death and only knowing the way he is still alive is solely due to Ahmed. And he has gone into hiding in Afghanistan, the promise made for visas never fulfilled. For Kinley, it becomes a new war to do everything humanly possible, and impossible, to find Ahmed and make things right. When the bureaucracy fails him, Kinley takes it upon himself to return and, in disguise, locate Ahmed and get him to America. Gyllenhaal is at his best in this kind of role and is able to"
109,SAR_Doc9_Covenant,SAR_Doc9_Covenant,SAR,Action,Positive ,Covenant,"When the US army withdrew from Afghanistan in 2021, it abandoned hundreds of Afghan interpreters who had risked their lives working against the Taliban. Instead of getting visas to relocate to the US, as they had been promised, at least 300 interpreters were killed by Taliban forces. This grim framework might not seem the most obvious inspiration for a Guy Ritchie film, but Lock, Stock & Two Smoking Barrels this ain't. The specific story Ritchie tells is fictional, but fairly plausible: Sergeant John Kinley (Jake Gyllenhaal) is working with interpreter Ahmed (Dar Salim), deep in Taliban-controlled land, when Kinley is injured. Somehow, Ahmed manages to transport him, by hook or by crook, 100 clicks back to safety. Will he be handsomely rewarded for his efforts? That would be a spoiler. Ritchie does well to keep things feeling tense. Cinema isn't always the best medium for showcasing endurance challenges; stamina is perhaps the virtue most difficult to dramatise on screen. While the sheer distance, temperatures and physical challenges faced by Ahmed are impressive, it's obviously all going to feel much more tense in the moments when he encounters Taliban search parties and gets to slip into more standard spy/action movie mode. Similarly, Gyllenhaal's challenge is to get us invested in the value of persistence in the face of indifference - not exactly the stuff of which Mission: Impossible movies are made. But Jake Gyllenhaal is not a preening leading man, and thank goodness - because you need a Gyllenhaal for this kind of role. Not every actor would be comfortable in a job which requires him to spend a significant stretch of his screentime semi-conscious in a makeshift wagon. And when the time comes for Kinley to spring into action, much of that action involves getting incredibly cross on the telephone after being put on hold for hours by impenetrable, baroque layers of US bureaucracy. That's not the sort of heroism that's going to work for every A-lister: they're going to be on the phone to their agent asking if they could be doing more scenes where they run towards an explosion in slow motion to save a child. Luckily, Gyllenhaal has almost made a speciality out of playing these kinds of more realistic protagonists: Anthony Swofford, the sniper who doesn't once fire his rifle in Jarhead. Tommy, the guy who nearly has an affair with his brother's wife, but then doesn't, in Brothers. That energy is perfect for the relatively sober-minded The Covenant - and allows space for Dar Salim to shine, in a more substantial lead than the majority of his Hollywood roles have afforded him so far. Together, the two build a convincing portrayal of two individuals bound together by a sense of trying to do the right thing in a world where that particular course of action sometimes feels impossible. As Kinley puts it: ""There is a hook in me. One that you cannot see, but it is there."""
110,SAR_Doc10_Covenant,SAR_Doc10_Covenant,SAR,Action,Positive ,Covenant,"""No man left behind."" During America's Revolutionary War that was the First Continental Army's motto. That credo is a driving force in this very engaging war/act/thr. This film's unlikely creator is director Guy Ritchie, who's noted for making smug, densely plotted British capers (Lock, Stock and Two Smoking Barrels) and lavish family films (Aladdin). Serious dramas capturing the horrors of war and the humanity that can prevail aren't in his filmography. Yet somehow, he eschews his gimmicky camerawork and quirky style to tell a straightforward story about the debt that must be paid when someone saves your life. His version of a stripped-down war story isn't as close to the ground as Rod Lurie's The Outpost, but it's close enough. And Ritchie's efforts are aided greatly by co-screenwriters Ivan Atkinson and Marn Davies. The War in Afghanistan rages in 2018 and American armed forces are on the ground. That's the set up. The story develops in four segments. Act I: U.S. Army Sergeant John Kinley (Jake Gyllenhaal) runs a specialist unit assigned to find and destroy the Taliban's hidden munitions sites. He hires a local interpreter, Ahmed (Dar Salim), who's fluent in four languages. Out on a mission there's a deadly ambush. Act II: One of the two men is severely injured, the other becomes his savior. Act III: One of the two men has survivor anxiety, anguish, PTSD and feelings of guilt that rattle his soul: Act IV: The final mission. A quest. A rescue attempt. The very well written screenplay puts many characters in play. Kinley's unit is filled with dynamic personalities with catchy names whose bawdy banter is funny and disarming: Jizzy (Sean Sagar,) JJ (Jason Wong), Tom Cat (Rhys Yates) and Chow Chow (Christian Ochoa Lavernia). Within minutes it's apparent that locals in jobs as interpreters risk their lives to fight the Taliban and provide food for their families: Kalan (Walid Shahalami) who faces peril, Haadee (Reza Diako) who is vulnerable to bullying and Ahmed.In typical, old Hollywood war movies, one guy is the hero, the alpha. This time there are two leads: A focused, rule-breaking Army sergeant whose wife and children are safe at home in California. And an Afghan mechanic turned interpreter who's lost a family member to the Taliban and seeks refuge in America. Though one is the boss, the other has knowledge of the culture, terrain and people. They need each other and that plays out as they take, relinquish and share power during perilous escape attempts for 2h 3m. It's very reminiscent of the 1958 Tony Curtis and Sidney Portier escape drama The Defiant Ones. Of the four acts, Ritchie, as a director/writer, seems to have a viable plan for three. The third act is the weakest. That's when one of the protagonists displays inner turmoil and needs to settle an obligation. That's when the audiences' attention may drift. The filmmaking descends into quick edits, showing moods and grief. It's too obvious. Instead, maybe the guy should have ignored his responsibilities"
